full_text,sentiment,confidence,full_text_length
syarat regulasi kait naturalisasi pemain yurisdiksi menteri negeri kemendagri malaysia tunduk hukum bijak laku wajib main kompetisi bawah naung fam,neutral,92.61%,251
cinta sepakbola malaysia tunda niat pemain naturalisasi main harimau malaya pasal rencana naturalisasi pemain halang perintah parlemen kemenpora malaysia,neutral,93.93%,241
agnez mo duga sindir ahmad dhani naturalisasi pemain perempuan bukan komoditas,neutral,99.30%,85
indonesia udah muak bosan naturalisasi kutat pemain,negative,99.68%,115
tanggulang banjir evaluasi urgensi perintah minimal ahli bidang kaji kota tiap camat benah pusat pusat cepat tanggap bukan nyuruh naturalisasi timnas nikah ama cewe indo bjir,negative,63.89%,260
aah i see kalo tidak salah jonathan naturalisasi wamil kirain gitu,negative,94.18%,79
kali ambil sipil naturalisasi,neutral,99.05%,68
netizen nya butuh naturalisasi jga bg kek ya waras,negative,94.73%,68
eh engkau ni dah taraf tiada integriti main petik je tajuk naturalisasi pemain impoliga m la lahanat,negative,78.33%,114
naturalisasi pemain timnas bukti udah ya udahlah ya bagus sih sampe nyimpan dendam tidak ngerasain,positive,90.70%,149
komisi nasional anti keras perempuan komnas perempuan kecam nyata ahmad dhani kait naturalisasi pemain bola anggota dpr ri anggap seks leceh perempuan rendah martabat indonesia sifat ras,negative,88.87%,252
towel turun malaysia plisss naturalisasi si towel ajaaa,positive,58.70%,63
diumumin sumpah orang naturalisasi,negative,95.45%,46
jangan naturalisasi banh kontol kena rujak manusia sumbu pendek indonesia,negative,99.71%,99
halaman halunya bro indonesia dah gumoh berita naturalisasi ekor,negative,98.29%,115
ferdy druijf pemain hubung waris malaysia lapor jurnalis astro arena zulhelmi zainal azam selesai proses dokumentasi naturalisasi ban rumor,neutral,99.18%,201
usul ahmad dan nikah pemain bola eropa atas usia tahunorang eropa perempuan indonesia biar ngehasilin pemain bola bagus kaya omongin ngekritik bijak naturalisasi,neutral,42.30%,210
info a timnas indonesia tidak lolos pildun and naturalisasi tidak,negative,87.43%,108
kalondr wawancara erick thohir nathanudah posisi nya mid jadichance panggil gede bwt backup jenner pemain naturalisasi,positive,91.52%,135
kalo debat netizen tetangga nyinyir pemain timnas didalamn nama pemain marga suku idn identitas indonesia pemain naturalisasi hilang dpr tidak aku marga pemain timnas indo bahaya,negative,99.26%,249
malaysia emang dasar tukang claim ya naturalisasi pake claim,negative,93.69%,82
tetangga kena gocek pemain naturalisasi tidak coba gocek beli pertamax dapet oplos,negative,94.92%,97
si towel darah malaysia cik atuh naturalisasi buru,negative,97.90%,63
posisi beda sih emang tjoe a on taruh backup lcb hubung jarang dpt jam terbang alangkah pemain naturalisasi baru wajib coba,positive,96.91%,187
udah bener nyanyi ngangengong ajaaaa bunyi usul ahmad dhani naturalisasi pssi kecam komnas perempuan,neutral,64.07%,125
gimana sih proses naturalisasi,negative,98.44%,47
bapa kau ketar tir malay naturalisasi bangla,negative,99.50%,46
lalek nadeo pasang match podo karo bundir seng masang paes karo sopo iku seng proses naturalisasi tekok itali,negative,93.90%,135
tiktok influencer emak anak bangga pamerin anak cakep blaster hasil nikah x bule beda curiga naturalisasi anak pemain bola,negative,47.76%,184
realease nunggu rampung naturalisasi,neutral,97.85%,48
rully nere strategi patrick kluivert hadir latih belanda mesti komunikasi bangun tim mudah faktor pemain naturalisasi milik darah belanda,positive,80.55%,212
kau jurnalist tidak kasih pasti informasi malu yussa nugraha bukan jurnalist youtuber yussa temu player naturalisasi amp informasi sumber langsung,negative,59.16%,255
menit main klub pasang timnas tidak ngelakuin blunder konyol akibat timnas bobol kek pemain naturalisasi mees jordi shayne contoh,negative,99.25%,187
rapat tikus kucing istana pimpin kucing naturalisasi gen tikus moga singa tau rapat kucing naturalisasi tikus tikus putih sipit singa tegur kucing naturalisasi tsbt,negative,84.79%,229
yahh tidak saing perintah malaysia perintah stop naturalisasi,negative,91.83%,89
mgkn statement syaikh adp dangkal rapat resmi orang reng bisa cuman ngetawain itutuh sindirian qingming kalo naturalisasi naturalisasi cipit,negative,99.55%,194
joey pelupessy gelandang tahan usia jalan proses naturalisasi kuat timnas indonesia,neutral,98.26%,137
kali nak kena clarify pasal tipu sumber berita naturalisasi ni bosan,negative,98.61%,85
naturalisasi pemain bahrain umur ganggu ketentraman terang terang ngaku ngaku tidak malu negara belah,negative,99.56%,177
calon pemain naturalisasi harimau malaya akaun instagram ada adakan cerita bahawa milik tali darah malaysia,neutral,88.37%,155
asli produk lokal tidak digembar gembor kanda naturalisasi pamer biar iklan masuk wkwkwkwk,negative,90.36%,121
ahmad dhani usul naturalisasi pemain bola timnas indonesia saran naturalisasi pesepakbola usia jodoh wni sebut ide masuk anggar gimana,neutral,73.04%,245
joey pelupessy upaya laku tuntas proses naturalisasi kuat timnas indonesia laga kualifikasi piala dunia,neutral,96.95%,172
malaydesh cakap lepas pastu takde bukti indonesia senyap senyap pemain naturalisasi bela timnas indonesia,negative,96.83%,146
ahmad dhani naturalisasi pemain bola usia jodoh perempuan indonesia hasil,positive,49.86%,127
baik kawann negara lu naturalisasi gada warga negara lu negara lu tidak korup banget kaya ya hahaha,positive,95.86%,151
komisi xii dpr memenga luarrr binasa pemikirannyakemaren naturalisasi pemain bola usia th kawin perempuan indonesiaitu orang pikir selangkang puasadpr binasa,negative,99.35%,214
pemain kek gin suruh masuk timnas tidak panggil langsung nyindir story tidak beda emis elkan awkwkkwkwkwk stok naturalisasi boys lokal ngapain harap pemain kek gin mas rio,negative,99.35%,236
anggota komisi x dpr ri ahmad dhani usul pssi buka program naturalisasi khusus pemain turun usia naturalisasi jodoh perempuan indonesia anak harap,neutral,63.66%,265
sepak terjang sus pudjiastuti komentar pedas usul ahmad dhani kait naturalisasi,neutral,99.63%,93
salah derita pemain naturalisasi yaa klarifikasi sdm rendah dikit main serang,negative,99.73%,97
eliano jgn spesialin bgtu bapak belanda lavar ball babenye lonzo sm lamello ball tijjani naturalisasi spesialin seriously,positive,93.15%,225
dah tau kmrin gub si wabah tidak jalan sma pusat pusat ken sungai normalisasi eh si wabah ken nya naturalisasi biar kumuh ya tidak nyambungair hujan hrus nya msuk in tanah banjir si wabah ngeles nya air hujan palkir,negative,99.26%,285
lumayan banget bawah mrk reva adi djaja ahmad nufiandini altariq elfa ohh iya bagus si brian fatary tidak salah label timnas ya tidak panggil naturalisasi taisei marukawa pemain dewa plg gokil,positive,98.84%,287
m tahir podcast alakmal marhali timnas pemain pemain naturalisasi mampu pemain pemain bina kompetisi lokal pemain pemain lokal bagus bagus layak masuk timnas,positive,63.80%,250
naturalisasi singapur ato malaysia kenal jujur dukung,positive,76.65%,80
wkwkw nathan ake suka es blewah naturalisasi ahmad dhani muka tidak bule banget paklek able,positive,87.04%,128
bagus ide ide seks naturalisasi kocak,negative,94.84%,81
naturalisasi bule umur nikah perempuan indonesia bukan satir pimpin mpu,negative,95.56%,124
milu harga trilyun dptnya sampah gin ya kali pemain naturalisasi samain dg tanam stek muncul tanam dg empunya anak lu modal numpang nama ortu doang prestasi negri gaje kader songong bats,negative,99.79%,262
profil pemain naturalisasi timnas sepak bola laman,neutral,99.60%,55
reaksi media vietnam naturalisasi usul ahmad dhani ngawur,negative,70.10%,71
anggota dpr ri ahmad dhani usul perintah anggar program naturalisasi pemain sepak bola senior negara jodoh perempuan indonesia hasil anak harap pemain bola andal,neutral,94.20%,250
komnas perempuan mkd tindak ahmad dhani pemain naturalisasi nikah wanita indonesia,neutral,99.74%,95
erick tohir bumn bersih profesional naturalisasi,neutral,88.41%,76
ahmad dhani usul pemain naturalisasi timnas jodoh wanita indonesia sus cermin isi kepala sumber,neutral,99.41%,117
nothing naturalisasi aparat,negative,98.89%,36
usul naturalisasi pemain nikah perempuan indonesia moral ahmad dhani,neutral,98.62%,95
pantau kembang proses naturalisasi ya,neutral,98.72%,59
halo kabar menteri hukum sumpah pemain naturalisasi dean james emil audero joey pelupessy roma italia,neutral,99.22%,145
anggota dpr ri aku tertawa usul ahmad dhani naturalisasi pemain timnas indonesia,neutral,99.63%,95
dewi asmara dukung pssi naturalisasi emil audero joey pelupessy dean james timnas indonesia,neutral,99.61%,101
had ahay nama panggil had gunawan amat produser olahraga indonesia kenal ria khas ahay pandu tanding sepak bola tarik had perihal marak program naturalisasi,neutral,71.23%,274
top sports malaysia setop naturalisasi megawati sorot bos kovo,neutral,99.77%,64
sinyal naturalisasi grade a timnas indonesia eliano reijnders libat sandy walsh ancam,neutral,99.11%,96
keren negara sehat tidak butuh gimmick serba instan nutupin bobrok restu perintah fam setop program naturalisasi pemain sumber cnn indonesia,positive,56.87%,174
kayak pemain lawan pemain naturalisasi timnas cidera deh,negative,73.00%,105
kali akmad deny udah asbun keras setuju naturalisasi trigger bangun generasi sepak bola indonesia,positive,95.85%,135
timnas malaysia stop program naturalisasi restu perintah,neutral,93.31%,75
yaman hrs naturalisasi,neutral,87.23%,25
respons singkat ahmad dhani nyata naturalisasi viral anggap ras seks,neutral,91.46%,102
naturalisasi brgson tunda,neutral,77.55%,45
rame kabar proses naturalisasi emil audero udah masuk tahap kiper palermo harap saing maarten paes timnas lihat data layak pilih utama yuk bahas,neutral,67.07%,238
kabar sih tidak tri negrinya tolak tunda kewarganegaraan pemain naturalisasi tidak tentu,negative,94.53%,171
kannn aneh banget butuh naturalisasi netijen,negative,99.74%,55
ake suka es blewah nenek moyang suka es blewah gas naturalisasi erick thohir,positive,99.55%,97
fans timnas naturalisasi emang kampung,positive,93.16%,38
ahmad dhani pssi kurang naturalisasi bule pirang mata biru enak,negative,71.07%,85
eh one thing tbtb across my mind si amaddani blg anak naturalisasi latih bina dlm pikir cmn ya anak anak indo kasi sempat latih bener jir potensial tidak mikir kesana kah,positive,77.20%,262
pemain naturalisasi untung liga gengsi pemain lokal ayam kampung,negative,96.53%,120
dahhh emang naturalisasi dah tonton indo goblok jugaa pemain dah dunia ehh tonton otak cetek,negative,99.76%,120
gimana pemain muda pemain naturalisasi pemain timnas klub fansnya banget wkwkwk,negative,99.44%,164
wowake suka blewah coba opsi naturalisasi nya ake,positive,99.04%,49
ya emang gitu lolosngga pemain naturalisasi bentuk usaha nambah pemain peluang bagus bukan kelas argentina langgan pildun,negative,96.24%,181
blending yaaaa naturalisasi,neutral,68.36%,42
hina kn bukan pemain naturalisasi,negative,99.43%,57
tok komisi xiii dpr ri resmi tuju naturalisasi,neutral,99.72%,49
cuman lihat nama naturalisasi cuman nama,negative,95.66%,75
kakek sugiono noh lu naturalisasi gblkk,negative,89.82%,39
komen ras diitung jari ngebesarin media goreng ikut nimbrung akun pemain kalo tidak gubris kayak pemain tidak notice deh gara media diks tau komenan naturalisasi media tidak sih,negative,99.04%,278
setuju program naturalisasi ahmad dhani saran pssi,neutral,99.61%,62
timnas pemain naturalisasi rully nere moga motivasi pemain lokal tingkat standar,neutral,95.08%,94
saran sih naturalisasi suporter,neutral,55.25%,36
tau ane jodohin cewe bule turun naturalisasi,negative,60.92%,85
banding naturalisasi pemain pssi naturalisasi suporter,neutral,90.65%,67
naturalisasi supporter waras,neutral,71.81%,36
shin tae yong kena tekan pemain naturalisasi main sungguh sungguh sempat bagus,negative,93.88%,102
pemain naturalisasi main negara,neutral,60.66%,42
jangan banyak naturalisasi bola mai sungguh,negative,95.85%,60
salah urgensi perintah cepat tangan ni kaya gin bukan ngebahas pemain naturalisasi timnas nikah ama cewe indo,negative,78.98%,166
apa naturalisasi jawabanny bener bener deh,positive,99.47%,56
ko pikir ya orang bdo komen gerakin orang tidak suka naturalisasi pemain halfblood mikir kalo join wni timnas ngstuck kualitas lokal pride,negative,83.94%,214
wkwkwk tau naturalisasi,negative,95.37%,37
gitulah vin kalo naturalisasi rakyat biar pinter dikit,negative,98.03%,64
beli pemain naturalisasi kampanye mas mas ya,neutral,98.32%,58
naturalisasi pemain turun tuju dpr erick thohir apresiasi dukungan timnas indonesia via,neutral,99.56%,107
ide kaya usul ahmad dhani naturalisasi,neutral,85.22%,41
takut saing wkwk title juara aff tidak tenang gilir arah kembang kelojot hina iri dengki naturalisasi pure asing gilir didatengin halfblood panas bawa bina shame,negative,99.30%,263
mindset naturalisasi kek jaman isl banyak habis naturalisasi suruh main klub jago,negative,98.04%,123
negara grassroots bantai komentarin negara bantai grassroots lu tau grassroot bawah indonesia hipokrit tidak berisik naturalisasi asing bina berisik dateng turun,negative,99.35%,291
timnas kuat hetifah dukung naturalisasi emil audero joey pelupessy,neutral,98.63%,81
karmila sari harap naturalisasi samping ada pemain lokal,neutral,99.63%,72
naturalisasi maksud bebas bantaran sungai beton jadi taman musim kemarau terima limpah air banjir cari ruang limpah sungai,neutral,74.47%,170
netizen fomo indo naturalisasi sampe taraf tolol sih,negative,99.79%,75
lowong kerja indonesia cari tenaga professional bidang tega hukum gt hakim jujur gt prosecutor jaksa gt polisi gt auditor gt anggota kpk lamar warga negara asing dpt aju naturalisasi lamar dpt kirim no wa,neutral,99.24%,242
gas naturalisasi tau nenek darah bojong kenyot,negative,97.88%,57
salah admin bola ig medsos jangan fokus tanding pemain naturalisasi,negative,99.25%,108
anying wakabem belanda cikkkk wakabem naturalisasi,negative,49.88%,59
pemain naturalisasi semenjak join timnas klarifikasi hubner hilgers skrg diks emang netizen indonesia tolol banget heran pantes kasih negara pimpin macem skrg,negative,99.64%,207
asli maluin banget kek bener naturalisasi supporter dah,negative,99.64%,65
bukan naturalisasi mas nama program garuda select,neutral,80.83%,52
naturalisasi supporter timnas,neutral,99.47%,44
tidak mandang apk njir pikir aneh orang indonesia emang ras suku ras si maghrib si cerah pemain naturalisasi wajah eropa pemain lokal wajah asia,negative,99.48%,200
naturalisasi ya,negative,85.57%,27
program naturalisasi mas,neutral,92.13%,40
lu pikir malu bocil fans fomo jalur timnas naturalisasi tipikal orang indonesia agung bule banget ngefans timnas senior suka komen tidak tidak paham konteks,negative,99.42%,217
nyata lontar founder dewa rapat kerja komisi x dpr ri kemenpora pssi maret sepakat naturalisasi lanjut ahmad dhani harap pikir out of the box nya timbang,neutral,89.83%,268
naturalisasi netizen,neutral,95.03%,28
naturalisasi sdm indo please tidak perintah tidak sdm nya minus ajar respect privasi orang find out how the real happened think before act literasi baca nya jangan percaya media tidak over react,negative,73.54%,270
