full_text,sentiment,confidence
halah capek capek naturalisasi malah tidak kepake,negative,99.28%
dpr dan mpr boneka dana imf supaya naturalisasi pernikahan darah campuran lebih mahal keturunannya fisiknya looknya daya tempurnya ala ahmad dhani,negative,49.86%
ubur ubur ikan lele hari pulih ya le mudah an setidaknya main dikandang lawan bahrain mohon jangan membatasi naturalisasi pemain berkualitas karena selalu sj ada kemungkinan tidak bermain baik mendadak cedera mendekati hari h pertandingan kartu sakit kepntingan keluarga,negative,92.21%
asbunnya tidak jelas njr ya gimana orang yang jajah dlu orng kulit putihemng koreaafrika jajah kita kagaa lah darah indo harus di naturalisasi sebenarnya bgs speak up cmn kaga jelas speak up nya,negative,99.72%
anggota komisi x dpr ri ahmad dhani dikecam komnas perempuan setelah memberikan usulan kepada pssi terkait naturalisasi pemain dalam rapat,neutral,99.70%
republik ku aneh rasis vs naturalisasi bule vs ke indonesia an bersih vs korupsi pemimpin di anggap kanak kanak,negative,99.80%
menteri hukum supratman andi agtas siap sumpah tiga pemain naturalisasi di roma,neutral,99.69%
lupa kalo dirinya naturalisasi neneknya londo juga razis ngatain orang juga,negative,98.71%
yang membedakan singapura dan indonesia adalah sdm manusianya dengan kesadarannya kalau masih hal kecil saja diabekan mustahil bisa seperti singapuraapalagi korupsi seakan akan menjamur dimana mana apa perlu warga singapura atau presidenya di naturalisasi,negative,92.53%
kalo mikirnya gitu dari pada cape naturalisasi amp jodohin sama cewe indo kenapa tidak dari sekarang saja cari anak keturunan bule indo yang udah terlanjur nikah amp punya anak buat di audisi jadi pemain bola simple kan,negative,67.83%
kemaren gua nonton videonya cuma sampe saat dia bilang jgn naturalisasi bule yang rambutnya pirang matanya biru dsb karena tau opininya bakal ngaco tetapi tidak expect bakal sampe sengaco ini,negative,98.15%
belum seminggu dia udah makan segini banyak mas jaka kapan mau naturalisasi g,neutral,73.88%
bener makanya kenapa banyak serangan terus ke pemain naturalisasi khususnya serangan dari politisi belum lagi ada akun sepakbola usia muda yang tiba fear mongering soal pemain lokal yang mutusin main di luar negeri,negative,98.55%
apa itu juga yang buat pemain lokal panik dan sinis sama pemain naturalisasi sekarang dan regulasi pemain asing ya takut gajinya makin kecil gt wkwk,negative,99.77%
lebih urgent naturalisasi pemimpin sih kalau dipikir mah,negative,97.72%
naturalisasi klub sisan wae mbah,negative,95.42%
yang jawab bohong itu kan jelas itu pemain pemain yang di panggil saat lawan jepang dan arab saudi kalau untuk laga selanjutnya belum lah jelas karena pasti full naturalisasi dan pemain keturunan,negative,99.04%
inilah alasan kenapa kita naturalisasi bek banyak banyak,neutral,94.11%
dulu song min tauw kanton soo ming doo hokian juga di naturalisasi dan berganti nama indonesia,neutral,99.01%
gpp masih ada lukaku buat naturalisasi,negative,80.19%
kalo liganya bagus entar tidak bisa naturalisasi pemain bule lagi,negative,98.70%
kan udah bubar,negative,99.20%
dari pada ngurus naturalisasi mending ngurus royalti lagu bos,negative,97.00%
presidennya mau normalisasi tetapi warganya malah pilih naturalisasi ya mau gimana lagi kalau bawahan tidak manut atasan ya susah,negative,99.67%
dani dani lu goblok nya kaga ketahan udah mah so musisi banget di tambah so kritis pemain naturalisasi dari dulu saya benci banget sama bacot dan tingkah tengil nya elu,negative,99.76%
naturalisasi harus jadi cambuk adies kadir ingin pemuda indonesia berprestasi di sepak bola internasional via,neutral,99.26%
otaknya sudah dioplos oleh eriktoher jadi akal sehatnya ngebleng sdh spantasnya kita naturalisasi pejabat di negara ini biar tidak ngaur dan tambah kacau,negative,99.30%
sdh sepantasnya kita naturalisasi penegak hukum di negeri ini tnpa terkecuali semua pejabat di negeri ini kita naturalisasi semua karena kalau pribumi sudah tidak harapan lagi sprtinya mkin hari mkin kacau negeri ini oy satu lagi skalian plecidenya biar no omon,negative,98.18%
pasti pada nyalahin chalobah memang timnas perlu naturalisasi suporter juga,positive,58.44%
lihat pak membangkitkan nasionalisme tidak cuma soal timnas semoga bisa lebih serius lagi meningkatkan kualitas liga seserius bapak keliling cari pemain naturalisasi,positive,85.77%
wkwkwk bukannya solusi yang udah juga konyol segala jalan dicari biar bs dpt pemain naturalisasi woke nya telat bos dhani usul yang warna kulitnya masih agak gelap biar masih mirip kita tidak yang bule banget,negative,98.87%
woi goblok lu ngerti tidak sih konsep naturalisasi lu pikir naturalisasi ditargetin ke orang scr random goblokk katanya genius musician tapi kalo udah masuk politik otaknya jadi dongok semua,negative,99.76%
saya tidak setuju dengan dengan perbaikan liga an sebagainya karena kita bisa naturalisasi,negative,98.14%
buat laporan oke lah anggap gratis tapi bakal di urus kaga kayak baru naturalisasi saja ente,negative,98.52%
ernest poku sangar ini mgkn bisa di naturalisasi ke timnas,neutral,69.63%
naturalisasi dean joey dan emil disetujui erick thohir impian garuda mendunia dekati realita,neutral,99.24%
dpr setujui naturalisasi dean joey dan emil erick thohir impian garuda mendunia dekati realita,neutral,99.45%
viral ahmad dhani minta pssi jangan naturalisasi pemain bule rambut pirang mata biru netizen rasis,negative,87.18%
atau sarkas poinnya dia mungkin kalo gbs develop disini mending sekalian saja buat program jangka panjang dengan naturalisasi konsep hitler,negative,81.94%
program jokowi dieksekusi ahok digagalkan oleh gerombolan jual ayat amp mayat normalisasi sungai dirubah jadi naturalisasi pembuatan kanal dituduh melanggar sunnatulloh,negative,94.71%
timnas isinya naturalisasi,negative,59.51%
menteri hukum supratman andi agtas siap sumpah tiga pemain naturalisasi di roma,neutral,99.69%
kagak ada yang dikerjain terkait naturalisasi sungai yang diklaim hasil naturalisasi itu area pinggir sungai sekitar stasiun bni n sudirman dilihat gimanapun itu bukan naturalisasi sungai,negative,99.27%
iyakalau ahok yang mimpin waktu itu ada kemungkinannya tapi warga jakarta lebih suka naturalisasi dan sumur resapan,positive,70.61%
naturalisasi adopsi pemain naturalisasi jodohin ngenthu anaknya jadi pemain,neutral,52.47%
serendah itu kah pemikiran ahmad dani seolah olah wanita hanya sebagai bahan objek soal naturalisasi pemain bola,negative,96.30%
sebentar katanya flagship programnya naturalisasi,neutral,88.54%
wkkwkwkwdsuruh kawin buat anak dikira anaknya pemain naturalisasi pasti mau dan mampu main bolawkwkwkwk,negative,47.84%
naturalisasi emil audero joey pelupessy dan dean james disetujui paripurna dpr wakil ketua dpr ri adies kadir,neutral,99.76%
naturalisasi loh isinya rambut item semua kecuali paes,negative,78.46%
ini bule bule yang di naturalisasi kan jadi ganti passport ya bakal ribet itu mereka nanti kalau pake passport sini kalau mau ke eropa harus buat rekening koran ngantri di vfs kuningan buat surat keterangan kerja wkwkwkwk,negative,96.77%
ga update lu bloon sudah ganti naturalisasi wkt itu,negative,99.43%
negara sebelah jadi naturalisasi tidak sih kata sultan johor ada orang gada beritanya,negative,99.40%
kok not sure kan naturalisasi mengembalikan das ke natur nya termasuk zona riparianeh gmana sih,negative,99.19%
bedanya normalisasi sama naturalisasi apa ya kayaknya cuman idem dito dengan program gub sebelumnya ooo naturalisasi itu sungainya diimpor dri luar negeri trus dikasih paspor wni gitu,negative,44.64%
menkum bantu percepat pengambilan sumpah wni tiga pemain naturalisasi ini,neutral,99.79%
kalau erik dn saudaranya dipersangkakan maka negara tidak bisa lagi membayar pemain naturalisasi dn tidak bs membayar pelatih asing kas negara sudah kerisis kbnyakan di korupsi dan dihabiskan untuk membangun ikn dan lbh parah lagi uang hasil pengoplosan bbm sudah di bagi berjemaah,negative,99.63%
presiden dpr polisi datangkan dari luar saja di naturalisasi,negative,55.06%
proses naturalisasi arkhan izecson santos leite kaka masih alot baru baru ini salahsatu anggota parlemen yang juga musisi band deus mengusulkan ide nyeleneh kepada cbf untuk menjodohkan pesebakbola yang jago dari negara lain lalu evvean dengan warga lokal agar anak nya jadi pesepakbola andal,negative,62.03%
pernyataan pertama setuju kalau naturalisasi jgn terlalu bule pernyataan kedua sih tidak masuk akal pemain dengan fisik seperti apapun tidak hrs bule bisa bagus asal kita pnya akademi sepakbola standarnya juga sudah seperti di eropa kompetisi kita juga dibuat sama standarnya dengan eropa,positive,55.00%
jackson wang mau naturalisasi apa gmn si,negative,83.20%
presiden ngomong ndasmu diatas podium anggota dpr baru saja kemaren bicara rasisme di forum resmi tentang naturalisasi pssi selagi mereka tidak dihukum jadi apa yang kamu khawatirkan,negative,99.48%
tolong pssi cari aliran silsilah antony siapa tau ad darah depok biar bisa di naturalisasi,neutral,50.42%
gw masih ngebayangin kalo investasi buat ikn itu tidak ada metropolis pesisir kayak jakarta semarang surabaya dibenahi dengan acuan tata kota yang baik naturalisasi tepi sungai pembangunan seribu rusun dengan standar hdb normalisasi sungai reformasi transum,positive,98.65%
ini timnas brazil buru buru amat ngumumin pemain yang dipanggil tidak nunggu proses naturalisasi dulu apa ya,negative,97.25%
dan tmj ingin meniru project itu memungut reject player dari eropah selatan amp naturalisasi tua dari brazil,neutral,51.03%
bjrot anak tongkrongan banget pake tuker tukeran vape jackson hitungan ketiga naturalisasi yuk satu,neutral,97.66%
jackson mending lu segera naturalisasi lalu mejadi chindo sby,negative,83.84%
tolong naturalisasi antony pak erik dia keturunan nganjuk,neutral,57.71%
ahmad dhani ke pssi naturalisasi pemain tua dan nikahkan dengan wanita indonesia,neutral,99.25%
dia mau jawab kalo ditanya soal naturalisasi,neutral,96.81%
tapi kan sampai sekarang memang belum ada pemain non naturalisasi yang bahkan sekelas dengan pemain naturalisasi apalagi pemain kelas dunia sebenarnya asal dua belah pihak mau dan sukarela ya tidak masalah juga suruh menikah walaupun belum tentu juga anaknya jadi pemain bagus,positive,83.26%
nunggu proses naturalisasi pdhl g keburu keknya mah,negative,64.14%
kesan malam ke tarawih tausiyah diisi oleh ustad diaspora naturalisasi,neutral,98.73%
ngurus bumn bobrok ngurus pssi terlalu mentingin naturalisasi sampai lupa memperbaiki liga konyolnya piala indonesia coppa italia nya indonesia dah berapa tahun itu absen,negative,99.76%
malingsial paling banyak bawa naturalisasi,negative,89.66%
jadi full naturalisasi yaaa ini,positive,96.30%
sssh jangan ganggu bapak itu lagi naturalisasi pemain timnas,negative,99.20%
lu sekalian naturalisasi ke israel,negative,78.94%
pantau terus perkembangan proses naturalisasi ini di dan ya,neutral,98.72%
audit itu keuangan pssi betapa borosnya naturalisasi untuk timnas yang nirgelar pintar sih orang ini cuman terjebak dalam lingkaran kotor emm parahnya dia mulai ikut irama dan menikmatinya,negative,99.64%
komentar menohok susi pudjiastuti ke ahmad dhani gara gara saran naturalisasi cerminan isi kepala baca selengkapnya di,neutral,97.49%
pernyataan ad dinilai melecehkan karena menempatkan perempuan sekedar mesin reproduksi anak pelayan seksual suami ujar ketua komnas perempuan andy yentriyani,neutral,71.00%
dpr setujui naturalisasi calon pemain timnas indonesia dean james joey pelupessy dan emil audero,neutral,99.75%
caption halo ada kabar baik buat kalian menteri hukum siap sumpah tiga pemain naturalisasi pantau terus perkembangan proses naturalisasi ini di dan ya,neutral,98.51%
dengan dia menyebutkan blonde hair blue eyes juga omongan ini bisa dikategorikan rasis kok pak padahal beliau tau di timnas engga ada yang bule banget kecuali ole romeny dan asal usul naturalisasi pun karena nenek moyang kita nikah sama orang sana jadi apa bedanya,negative,98.26%
pantau terus perkembangan proses naturalisasi ini di dan ya,neutral,98.72%
menteri hukum siap sumpah tiga pemain naturalisasi yaitu dean james emil audero dan joey pelupessy di roma italia,neutral,99.65%
prosedurnya tak gampang tiga pemain keturunan wni harus menjalani proses panjang naturalisasi siapa saja pemain tersebut,neutral,99.11%
halo ada kabar baik buat kalian menteri hukum siap sumpah tiga pemain naturalisasi yaitu dean james emil audero dan joey pelupessy di roma italia,neutral,99.22%
halo ada kabar baik buat kalian menteri hukum siap sumpah tiga pemain naturalisasi yaitu dean james emil audero dan joey pelupessy di roma italia pantau terus perkembangan proses naturalisasi ini di dan ya,neutral,96.84%
bukan normalisasi dia mah naturalisasi katanya bulaman lagi dia bilang aer masukin ke bumi bukan dipompa ke laut,negative,96.35%
mendengar ahmad dhani ngomong soal naturalisasi cuma bisa menahan mual dan enek pikiran yang dangkal omongan yang buat ruang parlemen makin apek dan butut,negative,99.75%
saya setuju naturalisasi pejabat,negative,61.99%
halo ada kabar baik buat kalian menteri hukum siap sumpah tiga pemain naturalisasi yaitu dean james emil audero dan joey pelupessy di roma italia pantau terus perkembangan proses naturalisasi ini di dan ya,neutral,96.84%
halo ada kabar baik buat kalian menteri hukum siap sumpah tiga pemain naturalisasi yaitu dean james emil audero dan joey pelupessy di roma italia setelah diambil sumpah menjadi warga negara indonesia pemain naturalisasi tersebut,neutral,97.30%
molek jugok kalu spesis burung yang bermanfaat ini diberi taraf kerakyatan napok sekung molek hidup di malaysia orang jabi kata naturalisasi,negative,59.24%
riab naturalisasi timnas nage abdul,neutral,99.61%
presiden prabowo subianto bakal menandatangani keputusan presiden terkait naturalisasiemil audero joey pelupessy dandean jamesbesok,neutral,99.77%
anggota komisi x dpr ri yang juga pentolan dari grup band dewa ahmad dhani memberikan usulan terkait naturalisasi pemain di timnas indonesia bagaimana pendapat anda,neutral,98.85%
saya punya jejak digital sewaktu pak anies ngeyel dan kekeuh dengan pendapatnya sehingga proyek tsb terombang ambing antara naturalisasi dan normalisasi,negative,44.74%
jangan tanya dia karena dia sibuk ngurusin naturalisasi pemaen bola,negative,98.45%
catatan keras dari kader pdip soal proyek naturalisasi timnas indonesia singgung talenta lokal,neutral,99.00%
gimana dpri kita naturalisasi,negative,97.46%
proses naturalisasi disetujui ini tekad besar joey pelupessy dan dean james bersama timnas indonesia,neutral,97.57%
naturalisasi joey pelupessy cs disetujui besok kepres langsung diteken presiden prabowo,neutral,99.76%
importnya kalo bisa pemimpin nya coba sekali kali naturalisasi kim jong un biar habis,negative,59.81%
dpr rapat dengan pssi terkait naturalisasi ahmad dhani kurangi pemain bule pilih rasnya yang mirip dengan kita tonton video selengkapnya di,neutral,99.66%
omongan ahmad dani soal naturalisasi pemain indonesia itu goblok banget sumpah tolol,negative,99.80%
